,Mean,StdDev,5%,95%,ESS_bulk,ESS_tail,R_hat
alpha_std[80],0.446145,0.0145888,0.422389,0.470372,6013.17,3976.92,1.00022
alpha_std[81],0.409023,0.0145872,0.38499,0.433146,6371.93,6431.75,1.00041
alpha_std[82],0.951366,0.0156672,0.925548,0.97737,6536.87,6087.91,1.00068
alpha_std[83],0.646708,0.0153872,0.621374,0.671669,8299.38,6483.58,0.99974
alpha_std[84],0.349224,0.0146981,0.324899,0.373133,6887.5,5352.38,1.00056
alpha_std[85],0.856213,0.0160028,0.830126,0.882196,8034.99,6334.83,1.00025
alpha_std[86],0.598933,0.0150546,0.574372,0.623384,6638.11,5644.38,1.0005
alpha_std[87],-0.0633195,0.0184681,-0.0937668,-0.0331049,5923.82,6263.83,1.00071
alpha_std[88],-0.251781,0.0184137,-0.281989,-0.221768,7217.64,6212.58,1.0001
alpha_std[89],0.306649,0.0146281,0.282273,0.330855,7181.65,5842.07,1.00032
alpha_std[90],0.430611,0.014928,0.405814,0.455672,7223.06,6367.44,1.00085
alpha_std[91],0.0670251,0.0147445,0.0432019,0.0917691,6435.49,5118.58,1.00135
alpha_std[92],0.131191,0.0144248,0.107854,0.155222,6033.51,5306.74,1.00015
alpha_std[93],0.535309,0.0150263,0.511118,0.56002,6276.77,6056.88,1.00036
alpha_std[94],0.681395,0.0149887,0.656874,0.705944,6050.48,6495.41,1.00073
alpha_std[95],0.139308,0.0157844,0.11357,0.165408,4745.65,4604.51,1.00089
alpha_std[96],0.719694,0.0150612,0.694956,0.74424,6949.07,5572.49,1.00096
alpha_std[97],-0.107604,0.014994,-0.132602,-0.0829815,7414.5,5367.67,1.00002
alpha_std[98],-0.0909991,0.0151797,-0.11559,-0.0657792,7271.7,5184.55,1.00075
alpha_std[99],0.449534,0.0149785,0.424472,0.473988,6776.35,5975.51,1.00065
alpha_std[100],0.465011,0.0150742,0.440559,0.490042,6791.77,6021.37,1.00033
"beta_language_std[1,1]",0.100689,0.0286282,0.0529832,0.148404,16617.8,5699.03,1.0012
"beta_language_std[1,2]",0.252318,0.0303509,0.202081,0.302525,16731.0,5692.24,1.00025
"beta_language_std[1,3]",0.347578,0.0320111,0.294746,0.400285,13729.0,4565.29,1.00038
"beta_language_std[1,4]",-0.0800922,0.0293399,-0.12782,-0.0315357,15003.5,5603.28,1.00042
"beta_language_std[1,5]",0.194487,0.0291202,0.146635,0.242104,14740.8,5481.6,1.00149
"beta_language_std[1,6]",-0.393829,0.0409698,-0.460911,-0.326682,15766.8,5460.08,1.00188
"beta_language_std[1,7]",0.0613027,0.0289332,0.0140381,0.109576,13905.8,5853.0,1.00057
"beta_language_std[1,8]",0.0536485,0.0295227,0.00457616,0.102016,15966.2,5592.81,1.00056
"beta_language_std[1,9]",0.127658,0.0308993,0.0759031,0.179213,16274.8,5473.64,1.00054
"beta_language_std[1,10]",-0.537243,0.0299184,-0.586456,-0.488583,13600.6,5326.94,1.00008
"beta_language_std[1,11]",0.00930033,0.0263613,-0.0335605,0.0534845,15213.6,5116.73,1.00101
"beta_language_std[1,12]",-0.135817,0.0618395,-0.235445,-0.0364181,1723.0,1399.32,1.00496
"beta_language_std[2,1]",0.0943886,0.0271561,0.0492701,0.139917,16829.5,5783.44,1.00057
"beta_language_std[2,2]",-0.0479584,0.0275879,-0.0936098,-0.00157698,17018.1,6316.76,1.00061
"beta_language_std[2,3]",0.525094,0.0305536,0.474827,0.575376,18148.2,5642.48,1.00043
"beta_language_std[2,4]",0.0697551,0.027708,0.0235824,0.115796,18555.4,5827.39,0.999929
"beta_language_std[2,5]",0.219338,0.0289038,0.172413,0.267176,17776.7,5517.11,1.00185
"beta_language_std[2,6]",-0.304247,0.0390718,-0.368441,-0.23901,18107.5,5284.69,1.00011
"beta_language_std[2,7]",0.177445,0.0281646,0.131513,0.223788,16535.6,5738.59,1.00046
"beta_language_std[2,8]",0.103866,0.0283054,0.0569299,0.151437,18408.6,5831.96,1.0011
"beta_language_std[2,9]",-0.0908365,0.0282747,-0.137508,-0.0440574,18338.5,5415.75,1.00051
"beta_language_std[2,10]",-0.528912,0.027701,-0.574983,-0.483594,18304.7,5925.36,1.00092
"beta_language_std[2,11]",-0.0511161,0.0243805,-0.0916054,-0.0102746,10556.3,4801.12,1.00071
"beta_language_std[2,12]",-0.166817,0.0304128,-0.217066,-0.118484,2124.16,3177.21,1.00311
"beta_language_std[3,1]",0.156101,0.0291532,0.108137,0.204121,15694.4,5585.31,1.00192
"beta_language_std[3,2]",0.0316647,0.0296423,-0.0167867,0.0809619,13565.1,5021.36,1.00025
"beta_language_std[3,3]",0.442563,0.0324619,0.388103,0.496778,11343.0,4830.8,1.00066
"beta_language_std[3,4]",0.0481454,0.030204,-0.00094975,0.0976606,16310.0,5564.36,1.00034
"beta_language_std[3,5]",0.286616,0.030627,0.236124,0.337682,13806.9,5786.66,1.00032
"beta_language_std[3,6]",-0.324871,0.0396831,-0.390842,-0.259599,14746.6,5642.26,1.00163
"beta_language_std[3,7]",0.112667,0.0298324,0.0645051,0.161741,13287.1,5218.04,1.00147
"beta_language_std[3,8]",0.103953,0.0303987,0.0536044,0.153562,13950.4,5139.82,0.999973
"beta_language_std[3,9]",-0.0477479,0.0302538,-0.0977181,0.00234899,13780.6,5041.03,1.00001
"beta_language_std[3,10]",-0.595256,0.02965,-0.643587,-0.546231,13966.8,6170.14,1.00058
"beta_language_std[3,11]",-0.0865419,0.0257876,-0.129406,-0.0443398,13663.1,5231.65,1.00022
"beta_language_std[3,12]",-0.127292,0.0623051,-0.223865,-0.0224482,1568.46,1362.84,1.00753
"beta_language_std[4,1]",0.17415,0.0284883,0.127467,0.220932,16116.3,6326.06,1.00023
"beta_language_std[4,2]",-0.085051,0.0276782,-0.131322,-0.0397953,15308.8,5350.28,1.00047
"beta_language_std[4,3]",0.363413,0.0303257,0.313243,0.413583,15601.3,5825.93,1.0005
"beta_language_std[4,4]",0.0145336,0.0279139,-0.0315757,0.0604584,15084.3,4956.52,1.00104
"beta_language_std[4,5]",0.182942,0.0285783,0.13681,0.230344,16015.9,5674.68,1.00065
"beta_language_std[4,6]",-0.204294,0.0394264,-0.268976,-0.138746,14726.6,6232.56,0.999999
"beta_language_std[4,7]",0.129806,0.0281857,0.0830487,0.176028,13627.9,4811.29,1.00016
"beta_language_std[4,8]",0.0976061,0.0283625,0.0507554,0.144572,15117.4,5886.69,1.00033
"beta_language_std[4,9]",-0.0246883,0.0284006,-0.0712844,0.0222776,14858.0,5131.44,1.0
"beta_language_std[4,10]",-0.479692,0.0270835,-0.524332,-0.435824,11940.7,4707.26,0.999945
"beta_language_std[4,11]",-0.0396506,0.0226844,-0.0772141,-0.00231495,11354.5,5771.14,1.00143
"beta_language_std[4,12]",-0.129074,0.0638444,-0.226597,-0.020933,1756.73,1515.86,1.00462
"beta_language_std[5,1]",0.144055,0.0283299,0.0976499,0.19022,13860.1,4935.97,1.0005
"beta_language_std[5,2]",0.0399976,0.0277422,-0.00617229,0.086257,17143.1,5400.05,1.00037
"beta_language_std[5,3]",0.396544,0.030497,0.347604,0.447599,17786.2,5295.85,1.00094
"beta_language_std[5,4]",0.0248642,0.0282425,-0.0212597,0.0719265,14403.4,5791.1,1.00006
"beta_language_std[5,5]",0.217057,0.028448,0.171218,0.264091,12233.5,5793.96,1.0001
"beta_language_std[5,6]",-0.275021,0.0389266,-0.339823,-0.211992,18099.4,5743.25,1.00057
"beta_language_std[5,7]",0.0981435,0.0281861,0.0518383,0.143861,12834.1,4843.84,1.00005
"beta_language_std[5,8]",0.0806376,0.028851,0.0343594,0.128565,13678.3,5688.06,1.00016
"beta_language_std[5,9]",-0.10223,0.0284071,-0.148789,-0.0551855,15967.9,5741.07,1.00006
"beta_language_std[5,10]",-0.452203,0.0270998,-0.497072,-0.40798,14403.4,5315.76,0.999915
"beta_language_std[5,11]",-0.0404772,0.0228667,-0.0779403,-0.00252311,11114.7,6000.2,1.00123
"beta_language_std[5,12]",-0.131367,0.062927,-0.228241,-0.0256329,1913.23,1475.99,1.00662
"beta_language_std[6,1]",0.0686244,0.0264941,0.0251263,0.112261,15263.5,5468.85,1.00024
"beta_language_std[6,2]",-0.0120191,0.0269134,-0.0563523,0.0328498,12926.0,5366.67,1.00124
"beta_language_std[6,3]",0.335026,0.0289395,0.287453,0.382966,16350.7,5843.32,1.00041
"beta_language_std[6,4]",-0.0355579,0.0273161,-0.0803212,0.00923436,12598.9,5719.36,1.00089
"beta_language_std[6,5]",0.057338,0.0270095,0.0127503,0.101758,15911.3,6052.02,1.0016
"beta_language_std[6,6]",-0.192896,0.0389862,-0.258605,-0.127901,16192.1,5559.67,1.00016
"beta_language_std[6,7]",0.0294473,0.0268081,-0.0143001,0.0730182,15275.8,5545.89,1.00053
"beta_language_std[6,8]",0.0441776,0.0274062,-0.000697761,0.0889477,14853.3,5524.7,1.0021
"beta_language_std[6,9]",-0.00118543,0.0281165,-0.0470674,0.0448761,13508.2,5170.98,1.00153
"beta_language_std[6,10]",-0.129714,0.0272119,-0.17504,-0.0850699,14699.5,5423.61,1.0005
"beta_language_std[6,11]",-0.02248,0.022356,-0.0595562,0.0142933,13634.3,5880.22,1.00075
"beta_language_std[6,12]",-0.140761,0.063246,-0.24243,-0.0371576,2556.08,2197.25,1.0077
"beta_language_std[7,1]",0.104708,0.0269895,0.0596192,0.148161,15513.7,5917.56,1.00094
"beta_language_std[7,2]",-0.00473474,0.0275911,-0.0499632,0.0410649,12579.2,5321.22,1.00153
"beta_language_std[7,3]",0.26586,0.0283467,0.219302,0.312339,14770.0,5654.72,1.00084
"beta_language_std[7,4]",0.0156612,0.0280871,-0.0300554,0.0619014,14574.4,4897.73,1.00135
"beta_language_std[7,5]",0.0305483,0.0267633,-0.0137986,0.0748612,15552.3,5620.59,1.00117
"beta_language_std[7,6]",-0.122027,0.0392061,-0.185826,-0.0574125,16133.2,6013.45,1.00015
"beta_language_std[7,7]",0.0305333,0.0269558,-0.0145649,0.0753978,17627.2,5602.89,1.00011
"beta_language_std[7,8]",-0.00756038,0.0278358,-0.0537806,0.0382403,17029.8,5843.05,1.00101
"beta_language_std[7,9]",0.0434144,0.0274356,-0.00110565,0.0887066,14027.4,4798.88,1.00168
"beta_language_std[7,10]",-0.175096,0.0266511,-0.21845,-0.130305,14682.0,5704.78,1.00047
"beta_language_std[7,11]",-0.0410901,0.0219437,-0.0767731,-0.0053144,12040.2,5222.95,1.00079
"beta_language_std[7,12]",-0.140216,0.0615512,-0.238762,-0.040721,1714.36,2168.89,1.00365
"beta_language_std[8,1]",0.0514191,0.0262943,0.00767753,0.0940636,16803.7,5738.59,0.999866
"beta_language_std[8,2]",0.068576,0.0268389,0.0243154,0.113099,12768.0,5222.32,1.00032
"beta_language_std[8,3]",0.121131,0.0277962,0.0755583,0.166829,16116.9,5965.41,1.00055
"beta_language_std[8,4]",-0.010021,0.0272238,-0.054621,0.0348324,15645.5,6041.66,1.00099
"beta_language_std[8,5]",-0.0124147,0.0269584,-0.0567963,0.0316694,14361.2,5525.47,0.999791
"beta_language_std[8,6]",-0.0436341,0.0390683,-0.107004,0.0185874,16951.8,5569.1,1.00126
"beta_language_std[8,7]",-0.0222464,0.0267285,-0.0667723,0.0215933,14063.7,5380.33,1.00134
"beta_language_std[8,8]",-0.00133487,0.0275194,-0.0460759,0.0431163,15820.9,5760.07,1.00005
"beta_language_std[8,9]",0.0504469,0.0277251,0.0048534,0.0960355,14777.8,4884.87,1.00039
"beta_language_std[8,10]",-0.0486864,0.0252786,-0.0905111,-0.0067066,15192.1,5886.41,1.00061
"beta_language_std[8,11]",-0.00806581,0.0221745,-0.0445633,0.0281928,13565.2,5304.51,0.999887
"beta_language_std[8,12]",-0.14517,0.0618374,-0.248066,-0.0458333,1998.51,2118.26,1.00716
"beta_language_std[9,1]",0.147859,0.0277906,0.102281,0.193681,14444.8,5553.68,1.0009
"beta_language_std[9,2]",0.0720227,0.0282273,0.0252496,0.118551,15124.5,5642.0,1.00135
"beta_language_std[9,3]",0.52671,0.0316513,0.474981,0.578289,14605.3,5509.31,1.00043
"beta_language_std[9,4]",-0.0266502,0.0282955,-0.0721393,0.0192095,13340.0,5634.94,1.0
"beta_language_std[9,5]",0.140695,0.027549,0.0962218,0.186028,13594.8,5419.84,1.00082
"beta_language_std[9,6]",-0.348084,0.0384055,-0.411564,-0.285413,17039.2,6336.64,0.99988
"beta_language_std[9,7]",0.0961153,0.0281461,0.0500086,0.142239,11469.1,4390.0,1.00102
"beta_language_std[9,8]",-0.0181492,0.028609,-0.065714,0.0290478,15134.3,4941.45,1.00057
"beta_language_std[9,9]",0.0136415,0.0293935,-0.0345473,0.061263,12867.6,4106.96,1.00038
"beta_language_std[9,10]",-0.482793,0.0263391,-0.526242,-0.439806,16418.2,5570.98,1.00076
"beta_language_std[9,11]",0.0126682,0.0233236,-0.0254411,0.0514057,12102.8,5728.94,1.00038
"beta_language_std[9,12]",-0.134034,0.0631739,-0.233578,-0.0298613,1883.14,1517.22,1.00726
"beta_language_std[10,1]",0.144814,0.0284059,0.0982903,0.191318,15845.3,6465.92,1.00025
"beta_language_std[10,2]",0.274221,0.0286157,0.226317,0.322077,13343.1,4991.49,0.999801
"beta_language_std[10,3]",0.301974,0.030775,0.251535,0.352613,15648.3,5171.15,1.00048
"beta_language_std[10,4]",-0.100573,0.0282059,-0.146912,-0.0547302,14400.2,5212.41,1.00088
"beta_language_std[10,5]",-0.0080028,0.0279363,-0.0541338,0.037842,13791.3,6106.06,1.00025
"beta_language_std[10,6]",-0.367478,0.0386738,-0.430355,-0.304886,15485.9,5518.13,1.00048
"beta_language_std[10,7]",-0.00789486,0.0276142,-0.0536483,0.0376814,14924.0,5928.92,1.00039
"beta_language_std[10,8]",-0.0629313,0.0288403,-0.109852,-0.0153765,14653.0,5494.18,1.00115
"beta_language_std[10,9]",0.126699,0.0290991,0.078995,0.174416,15477.0,5673.73,0.999868
"beta_language_std[10,10]",-0.458499,0.0266287,-0.502405,-0.414428,13147.6,5560.83,1.0007
"beta_language_std[10,11]",0.300529,0.0240044,0.261153,0.340506,13214.7,5455.48,1.00117
"beta_language_std[10,12]",-0.142857,0.0617596,-0.243784,-0.0425092,1918.63,1926.78,1.0086
"beta_language_std[11,1]",0.124726,0.0279101,0.0788881,0.171192,13553.2,5766.81,1.00063
"beta_language_std[11,2]",0.358075,0.0284886,0.310727,0.404748,15185.9,5989.37,1.00033
"beta_language_std[11,3]",0.18458,0.0291058,0.13645,0.233362,14212.3,4942.81,1.00114
"beta_language_std[11,4]",-0.05486,0.0273925,-0.0999221,-0.00987724,16046.6,5417.14,1.00165
"beta_language_std[11,5]",-0.0205008,0.0278327,-0.0664964,0.0253898,13281.8,5953.16,1.0003
"beta_language_std[11,6]",-0.345487,0.0388369,-0.40929,-0.281927,14008.7,5365.97,1.00164
"beta_language_std[11,7]",-0.0231149,0.0276219,-0.0688473,0.022209,15903.3,5490.87,1.00034
"beta_language_std[11,8]",-0.0497171,0.0283295,-0.0964417,-0.00335016,16753.0,5864.78,0.999863
"beta_language_std[11,9]",0.136292,0.0287512,0.0890471,0.184179,13974.7,5373.27,1.00024
"beta_language_std[11,10]",-0.485373,0.0269282,-0.529897,-0.441838,12031.9,4319.38,0.999853
"beta_language_std[11,11]",0.318694,0.0245252,0.278562,0.359113,15066.3,5949.59,1.0013
"beta_language_std[11,12]",-0.143314,0.063928,-0.248264,-0.0400273,2143.08,2356.93,1.00788
"beta_language_std[12,1]",0.107072,0.0273548,0.0616648,0.152302,14635.8,5628.7,0.999994
"beta_language_std[12,2]",0.0888592,0.0276725,0.0434936,0.134113,13518.9,5287.26,1.00096
"beta_language_std[12,3]",0.327237,0.0300043,0.277662,0.376908,15139.2,5434.71,1.00028
"beta_language_std[12,4]",-0.115199,0.0280339,-0.160903,-0.0691648,13341.4,4752.08,1.0005
"beta_language_std[12,5]",0.142098,0.0273272,0.0971233,0.185823,12479.5,5871.09,1.00026
"beta_language_std[12,6]",-0.221103,0.0385889,-0.284351,-0.158353,14130.9,5092.83,0.999822
"beta_language_std[12,7]",0.058921,0.0275378,0.0142263,0.104127,15666.8,5860.8,0.999973
"beta_language_std[12,8]",-0.025975,0.028428,-0.0726915,0.0214193,14635.1,5361.47,1.00075
"beta_language_std[12,9]",0.00556935,0.0275583,-0.0398289,0.0505106,12503.3,5654.08,1.00065
"beta_language_std[12,10]",-0.316844,0.0267567,-0.360814,-0.272683,12813.4,5700.36,1.00023
"beta_language_std[12,11]",0.0883654,0.0235956,0.0488059,0.126796,12325.9,5621.3,1.00002
"beta_language_std[12,12]",-0.139001,0.0610943,-0.238888,-0.0395178,2031.54,2182.31,1.00441
"beta_language_std[13,1]",0.0899587,0.0298123,0.0404354,0.139009,19620.0,5495.28,1.00152
"beta_language_std[13,2]",0.0625808,0.0297336,0.0144627,0.111294,16381.9,5572.77,1.00006
"beta_language_std[13,3]",0.36189,0.0329866,0.306609,0.416276,17748.9,5704.34,1.0008
"beta_language_std[13,4]",0.0299391,0.0296168,-0.0188855,0.0788685,19512.4,5975.11,1.00048
"beta_language_std[13,5]",0.272218,0.0309134,0.221694,0.323959,16990.6,5872.8,1.0008
"beta_language_std[13,6]",-0.367846,0.0400672,-0.433431,-0.301419,14142.7,5812.02,1.0011
"beta_language_std[13,7]",0.0494901,0.0294645,0.00146574,0.097979,17584.7,6084.79,0.999768
"beta_language_std[13,8]",0.0423503,0.0309587,-0.00792246,0.0930409,16362.4,5261.89,1.00056
"beta_language_std[13,9]",0.115762,0.0314021,0.0643919,0.167565,19113.0,5646.35,1.00105
"beta_language_std[13,10]",-0.480253,0.0295447,-0.528014,-0.431982,17147.4,5695.82,1.00107
"beta_language_std[13,11]",-0.00308103,0.0258774,-0.0461368,0.0393785,15463.5,4810.56,1.00118
"beta_language_std[13,12]",-0.173009,0.0293267,-0.221761,-0.125798,1757.62,4090.29,1.00402
"beta_language_std[14,1]",0.057549,0.0311827,0.00643972,0.109261,16989.8,5188.62,1.00061
"beta_language_std[14,2]",0.251652,0.0328163,0.198114,0.306334,14124.1,5743.1,1.00026
"beta_language_std[14,3]",0.305878,0.0341495,0.249299,0.362793,14216.7,4507.83,0.999977
"beta_language_std[14,4]",-0.0832435,0.0305391,-0.132979,-0.032435,14517.3,5537.45,1.00053
"beta_language_std[14,5]",0.23831,0.031626,0.186517,0.290789,15963.8,5969.89,1.00121
"beta_language_std[14,6]",-0.356375,0.0415559,-0.424049,-0.286881,16317.3,5719.98,1.00088
"beta_language_std[14,7]",0.0554665,0.0305426,0.0058671,0.10636,16064.5,5540.37,1.00037
"beta_language_std[14,8]",-0.062342,0.0317888,-0.114087,-0.00997104,14399.4,5400.95,1.00059
"beta_language_std[14,9]",0.177049,0.0338231,0.122247,0.232911,15134.4,5518.23,0.999742
"beta_language_std[14,10]",-0.49756,0.0300664,-0.54714,-0.447902,16162.6,5236.82,1.00172
