,Mean,StdDev,5%,95%,ESS_bulk,ESS_tail,R_hat
"beta_language_std[75,5]",0.113414,0.0279693,0.0674043,0.158831,14935.2,5637.36,1.0014
"beta_language_std[75,6]",-0.252119,0.0384795,-0.315069,-0.187911,15059.0,6037.07,1.00011
"beta_language_std[75,7]",0.0648595,0.0265619,0.0217092,0.109205,13936.6,5451.12,1.00089
"beta_language_std[75,8]",-0.00335236,0.0282306,-0.0500216,0.0433065,14640.2,5172.1,1.00107
"beta_language_std[75,9]",0.0482254,0.0289637,0.000661797,0.0955102,15506.7,5258.72,1.00064
"beta_language_std[75,10]",-0.33111,0.0255938,-0.372978,-0.288745,12356.7,6340.79,1.00014
"beta_language_std[75,11]",0.050137,0.0228177,0.0125211,0.0876332,14666.9,6068.01,1.00084
"beta_language_std[75,12]",-0.138573,0.0609259,-0.239253,-0.0394407,1994.27,2026.64,1.00593
"beta_language_std[76,1]",0.0884421,0.0272528,0.044272,0.133434,17003.2,5641.43,1.00056
"beta_language_std[76,2]",0.115789,0.0278483,0.0703558,0.161246,12633.3,5347.46,1.0002
"beta_language_std[76,3]",0.274697,0.0298062,0.22515,0.323943,15914.1,5596.55,1.00023
"beta_language_std[76,4]",-0.0833356,0.027326,-0.128246,-0.0388175,12133.3,4263.63,1.00142
"beta_language_std[76,5]",0.137083,0.0279262,0.0913172,0.183258,12474.0,5483.14,1.00039
"beta_language_std[76,6]",-0.291714,0.0376317,-0.353253,-0.229509,16102.0,5919.06,1.00047
"beta_language_std[76,7]",0.0632533,0.0279428,0.0174179,0.109388,15651.5,4817.52,1.0004
"beta_language_std[76,8]",-0.0159902,0.0280136,-0.0622344,0.0305311,15184.7,5431.9,1.00202
"beta_language_std[76,9]",0.0521477,0.0282824,0.00555061,0.0986421,15300.5,5385.47,1.00011
"beta_language_std[76,10]",-0.300196,0.0257906,-0.341992,-0.256873,11568.4,4355.2,1.00113
"beta_language_std[76,11]",0.0985015,0.0228577,0.0608085,0.135873,13230.9,4846.42,1.00006
"beta_language_std[76,12]",-0.138678,0.0628101,-0.241511,-0.0364899,1933.98,1942.19,1.00643
"beta_language_std[77,1]",0.0506475,0.0280203,0.00420402,0.0970764,14732.9,5264.22,1.00064
"beta_language_std[77,2]",-0.0105302,0.0284714,-0.0571252,0.0364255,13068.3,5531.18,1.00025
"beta_language_std[77,3]",0.483642,0.0307922,0.433487,0.533938,13135.1,6031.36,1.00061
"beta_language_std[77,4]",0.0059753,0.0283747,-0.0406681,0.0520322,15303.2,5638.15,1.00027
"beta_language_std[77,5]",0.128544,0.0284487,0.082043,0.175132,13123.4,5177.56,1.00031
"beta_language_std[77,6]",-0.255044,0.0390934,-0.32042,-0.191295,14656.5,5309.39,1.00083
"beta_language_std[77,7]",0.136638,0.0286485,0.089309,0.18458,13799.6,5488.83,0.99995
"beta_language_std[77,8]",0.000659229,0.0286436,-0.0474772,0.0479355,15129.4,5310.58,1.00093
"beta_language_std[77,9]",-0.0414303,0.0293335,-0.089194,0.00687549,16983.0,5269.18,1.00063
"beta_language_std[77,10]",-0.400338,0.0266831,-0.443427,-0.356708,13473.8,5776.05,1.00006
"beta_language_std[77,11]",0.0376645,0.0228529,-5.21561e-05,0.0749666,11656.7,5373.19,1.00002
"beta_language_std[77,12]",-0.136429,0.0615258,-0.234669,-0.0362463,1780.69,1740.7,1.00561
"beta_language_std[78,1]",0.0650032,0.0268572,0.0207844,0.108214,13548.3,5049.45,1.00087
"beta_language_std[78,2]",0.0391398,0.0243566,-0.000686326,0.079346,12393.1,6007.94,1.00177
"beta_language_std[78,3]",0.413264,0.0275474,0.368681,0.459176,15753.8,4979.25,1.00039
"beta_language_std[78,4]",-0.0556203,0.0280356,-0.102136,-0.00954038,14571.4,5653.9,1.00049
"beta_language_std[78,5]",0.102603,0.0254682,0.061656,0.145544,13488.8,4645.58,0.999789
"beta_language_std[78,6]",-0.249349,0.039233,-0.314226,-0.184518,16731.3,5412.26,1.00001
"beta_language_std[78,7]",0.106406,0.0255828,0.0636389,0.149099,14393.2,5194.75,1.00133
"beta_language_std[78,8]",0.0231338,0.0283197,-0.0235143,0.070475,14273.7,5464.84,1.00225
"beta_language_std[78,9]",0.0321878,0.0264771,-0.0108448,0.0758711,14253.8,5691.98,1.00137
"beta_language_std[78,10]",-0.303372,0.0234414,-0.341984,-0.264661,14190.3,5868.6,1.00122
"beta_language_std[78,11]",-0.0359989,0.0213044,-0.0711331,-0.00120166,11881.2,5765.57,1.00074
"beta_language_std[78,12]",-0.137397,0.0622421,-0.235949,-0.0344146,2068.82,1978.06,1.00711
"beta_language_std[79,1]",0.0721378,0.0268295,0.0280712,0.116693,12088.4,5812.88,1.00012
"beta_language_std[79,2]",0.0627002,0.0253037,0.020895,0.103989,12181.0,5304.13,1.00041
"beta_language_std[79,3]",0.373935,0.0278595,0.328781,0.419538,15002.9,5149.75,1.00091
"beta_language_std[79,4]",-0.0523874,0.0274565,-0.0971106,-0.00674765,14614.6,6139.76,0.999946
"beta_language_std[79,5]",0.126066,0.0257178,0.0839005,0.168708,14477.4,5174.38,1.00005
"beta_language_std[79,6]",-0.242041,0.0388035,-0.305803,-0.177795,14958.3,5989.99,1.00107
"beta_language_std[79,7]",0.117561,0.0263897,0.0739238,0.161703,13857.7,5477.05,1.00051
"beta_language_std[79,8]",0.0332655,0.0280168,-0.0130958,0.0795252,17014.7,5482.58,1.00031
"beta_language_std[79,9]",0.0419045,0.0258906,-0.0013386,0.0845326,13616.2,6038.35,1.00084
"beta_language_std[79,10]",-0.368168,0.0249092,-0.408847,-0.328373,13559.9,5471.36,1.00016
"beta_language_std[79,11]",-0.0284038,0.0217405,-0.0638678,0.0075156,12516.6,4497.24,1.00082
"beta_language_std[79,12]",-0.136569,0.0615382,-0.236322,-0.0343409,1573.68,1806.65,1.00484
"beta_language_std[80,1]",0.128136,0.0270526,0.0830662,0.172939,13972.2,5327.11,1.00108
"beta_language_std[80,2]",0.0257093,0.025188,-0.01618,0.0671624,13879.8,5437.28,1.00002
"beta_language_std[80,3]",0.385035,0.0276734,0.339476,0.431265,14822.5,5627.88,1.00148
"beta_language_std[80,4]",-0.08352,0.0273938,-0.128737,-0.038347,14198.4,5562.52,1.00056
"beta_language_std[80,5]",0.10849,0.0259923,0.0660423,0.151203,16279.9,5927.31,1.00034
"beta_language_std[80,6]",-0.207541,0.0384096,-0.270469,-0.143869,11293.2,4953.24,1.00142
"beta_language_std[80,7]",0.119277,0.0255978,0.0770252,0.161109,13815.2,6010.66,1.00009
"beta_language_std[80,8]",0.031677,0.0278431,-0.0136061,0.078253,14070.5,5251.67,1.00174
"beta_language_std[80,9]",-0.00809169,0.0267371,-0.0518589,0.0365276,14113.1,5380.25,1.00124
"beta_language_std[80,10]",-0.323312,0.0239815,-0.363067,-0.2846,14587.5,6062.73,1.00036
"beta_language_std[80,11]",-0.039195,0.0214542,-0.0745376,-0.00376352,10961.4,4731.58,1.00092
"beta_language_std[80,12]",-0.136664,0.0619938,-0.23609,-0.0336325,1812.28,1690.95,1.0076
"beta_language_std[81,1]",0.152798,0.0277444,0.106914,0.198412,15160.7,5357.56,0.999965
"beta_language_std[81,2]",0.0652823,0.0270652,0.0209151,0.108999,14182.0,5909.29,1.00167
"beta_language_std[81,3]",0.29459,0.0290826,0.246701,0.342229,14506.1,6057.92,1.00095
"beta_language_std[81,4]",-0.0611751,0.0274534,-0.106566,-0.0159707,13790.8,5569.96,1.00099
"beta_language_std[81,5]",0.0814688,0.0271725,0.0365146,0.126655,15390.4,5772.89,1.00026
"beta_language_std[81,6]",-0.207021,0.0380187,-0.268484,-0.144322,15374.2,5752.81,1.00042
"beta_language_std[81,7]",0.106939,0.0271031,0.0627838,0.15102,14941.7,4849.0,1.0005
"beta_language_std[81,8]",0.0519532,0.027828,0.00726056,0.0984669,13269.4,5537.99,1.00086
"beta_language_std[81,9]",-0.0102937,0.0280441,-0.0559627,0.0354965,13619.9,5403.64,1.00053
"beta_language_std[81,10]",-0.308828,0.0253737,-0.35059,-0.266962,14201.1,5462.81,1.00118
"beta_language_std[81,11]",-0.0291514,0.0221093,-0.0660633,0.007931,13772.6,6154.99,1.00109
"beta_language_std[81,12]",-0.136562,0.0615839,-0.235549,-0.0347128,2083.87,1952.75,1.00654
"beta_language_std[82,1]",0.0899287,0.0302466,0.039904,0.140451,14928.1,5526.73,1.00186
"beta_language_std[82,2]",0.169383,0.0307735,0.118818,0.220164,18878.8,5787.44,1.00198
"beta_language_std[82,3]",0.328672,0.0325536,0.275105,0.382703,14310.3,5818.44,1.00034
"beta_language_std[82,4]",0.00656863,0.0307736,-0.0438624,0.0565321,14653.4,5339.06,1.0006
"beta_language_std[82,5]",0.0834431,0.0297969,0.0346321,0.132624,15010.3,5655.12,1.00115
"beta_language_std[82,6]",-0.344846,0.0394109,-0.409484,-0.279743,14243.0,5448.17,1.0001
"beta_language_std[82,7]",0.0978151,0.0301012,0.048635,0.146885,15152.5,6211.31,1.0009
"beta_language_std[82,8]",0.0283483,0.0312778,-0.0226056,0.0800311,16119.1,4982.46,1.00106
"beta_language_std[82,9]",0.0327796,0.0316465,-0.018799,0.0855653,15275.1,5877.75,1.00049
"beta_language_std[82,10]",-0.385096,0.0292342,-0.43257,-0.337679,15565.1,5668.05,1.00174
"beta_language_std[82,11]",0.0316574,0.0254903,-0.00998986,0.0738833,13690.5,5505.0,1.00079
"beta_language_std[82,12]",-0.138653,0.0639719,-0.242968,-0.0343497,1849.69,1986.61,1.00423
"beta_language_std[83,1]",0.171214,0.0290012,0.123235,0.219538,14280.6,5537.09,1.00036
"beta_language_std[83,2]",0.2561,0.0289346,0.209217,0.303893,14118.8,5727.86,1.00002
"beta_language_std[83,3]",0.268668,0.0297906,0.220395,0.317315,16933.6,5821.34,1.00007
"beta_language_std[83,4]",-0.0455743,0.0279127,-0.0911811,0.000287073,16682.7,5430.45,1.00064
"beta_language_std[83,5]",0.122131,0.0278517,0.0758829,0.167702,14602.5,5285.6,1.00067
"beta_language_std[83,6]",-0.343767,0.0396009,-0.408571,-0.278867,17696.7,6887.4,1.00106
"beta_language_std[83,7]",0.0627395,0.0279365,0.0163736,0.10864,15298.8,5854.19,1.00029
"beta_language_std[83,8]",-0.00491996,0.0289445,-0.0521524,0.0424852,14438.5,6220.82,1.00043
"beta_language_std[83,9]",0.0284862,0.0284563,-0.0189982,0.0748508,14432.8,5176.55,1.00145
"beta_language_std[83,10]",-0.413409,0.0269372,-0.456734,-0.370053,15891.3,5419.97,1.00071
"beta_language_std[83,11]",0.0348887,0.0231145,-0.00330042,0.0728359,14945.9,5424.76,1.00142
"beta_language_std[83,12]",-0.136557,0.062105,-0.236412,-0.0345621,2220.96,2075.63,1.00614
"beta_language_std[84,1]",0.0249802,0.027343,-0.0190036,0.0698213,14455.3,5411.01,1.00168
"beta_language_std[84,2]",0.0141722,0.0268091,-0.0304775,0.058285,13199.3,5951.63,1.00315
"beta_language_std[84,3]",0.458723,0.0295719,0.410069,0.507499,14991.4,5972.11,1.00003
"beta_language_std[84,4]",0.030209,0.0273698,-0.0144176,0.0755262,15149.1,5311.36,1.00011
"beta_language_std[84,5]",0.0678017,0.0267505,0.024399,0.1118,12638.1,5286.46,1.00216
"beta_language_std[84,6]",-0.128903,0.0390728,-0.194498,-0.0653026,15148.0,5913.23,1.00074
"beta_language_std[84,7]",0.107352,0.0271025,0.0630997,0.151961,15406.6,5864.15,1.00081
"beta_language_std[84,8]",0.0441316,0.0286089,-0.00303065,0.0910842,12224.9,5714.88,1.00071
"beta_language_std[84,9]",0.00586419,0.0281624,-0.0403415,0.0523358,13439.8,4128.33,1.00024
"beta_language_std[84,10]",-0.413875,0.0263916,-0.456793,-0.370383,14832.7,5580.18,1.00041
"beta_language_std[84,11]",-0.0727457,0.0227056,-0.109998,-0.0352251,13082.8,6046.48,0.999925
"beta_language_std[84,12]",-0.13771,0.0627028,-0.239368,-0.0347993,1777.47,1624.67,1.00556
"beta_language_std[85,1]",0.115161,0.0301778,0.0664883,0.165259,15028.5,5603.62,1.0011
"beta_language_std[85,2]",0.264529,0.0319138,0.211889,0.316478,15766.3,5578.53,1.00052
"beta_language_std[85,3]",0.269433,0.0329048,0.216713,0.323764,14966.6,5250.67,1.00099
"beta_language_std[85,4]",-0.0317699,0.0304002,-0.0816393,0.0180479,13640.0,4788.37,1.0016
"beta_language_std[85,5]",0.17843,0.0304766,0.128897,0.229202,14810.2,5928.41,1.0009
"beta_language_std[85,6]",-0.432844,0.0393041,-0.497344,-0.368566,15458.3,5821.23,1.00102
"beta_language_std[85,7]",-0.0571287,0.0297047,-0.106105,-0.00697848,13848.9,5659.24,1.00027
"beta_language_std[85,8]",-0.0659771,0.0314977,-0.117342,-0.013747,15878.6,5873.1,1.00042
"beta_language_std[85,9]",0.196619,0.0314614,0.145296,0.249339,14628.6,6241.29,1.00059
"beta_language_std[85,10]",-0.339925,0.0303244,-0.389131,-0.289729,15198.7,5112.08,1.00064
"beta_language_std[85,11]",0.0435355,0.025884,0.00158549,0.086295,15727.8,5642.0,1.00086
"beta_language_std[85,12]",-0.140062,0.0622892,-0.240592,-0.0391468,2540.46,2315.67,1.00712
"beta_language_std[86,1]",0.136358,0.0274794,0.091,0.181283,14370.8,6145.91,1.00018
"beta_language_std[86,2]",0.120378,0.0281159,0.0745887,0.167181,15700.8,5648.08,0.999804
"beta_language_std[86,3]",0.43972,0.0309202,0.389545,0.490981,13644.0,5618.16,1.00174
"beta_language_std[86,4]",-0.0442686,0.0280556,-0.0896246,0.00173547,13872.7,5090.38,1.00086
"beta_language_std[86,5]",0.0865358,0.0276596,0.0412904,0.131811,15137.0,5730.83,0.999843
"beta_language_std[86,6]",-0.284876,0.0384912,-0.348523,-0.221331,15073.4,6449.45,1.00045
"beta_language_std[86,7]",0.0435647,0.0277835,-0.00218171,0.0897506,17162.5,5269.6,1.00061
"beta_language_std[86,8]",-0.0628416,0.0286132,-0.110295,-0.0159873,14620.6,5721.91,1.00039
"beta_language_std[86,9]",0.0241632,0.0290394,-0.0239057,0.0718538,13938.5,4985.57,1.00053
"beta_language_std[86,10]",-0.352568,0.0269208,-0.397203,-0.308217,14860.5,5560.99,1.00024
"beta_language_std[86,11]",0.0323555,0.0230173,-0.00610691,0.0704503,16565.9,5493.43,1.00089
"beta_language_std[86,12]",-0.138521,0.0624893,-0.238938,-0.0392959,2231.73,1766.22,1.00854
"beta_language_std[87,1]",-0.154881,0.0282538,-0.201586,-0.108229,12526.9,5880.05,1.00097
"beta_language_std[87,2]",0.172797,0.028334,0.125957,0.219392,14007.2,5556.28,0.999729
"beta_language_std[87,3]",0.482152,0.0310107,0.431714,0.533657,16248.1,5606.65,1.00068
"beta_language_std[87,4]",0.111673,0.0288602,0.0643518,0.158991,15793.2,5298.63,1.00152
"beta_language_std[87,5]",0.102608,0.0279411,0.0568436,0.148633,13941.5,5228.35,1.00033
"beta_language_std[87,6]",-0.311268,0.0391786,-0.37584,-0.246774,11633.3,4688.12,1.00123
"beta_language_std[87,7]",0.173051,0.0282956,0.126296,0.220018,13829.6,5750.31,0.999802
"beta_language_std[87,8]",-0.251898,0.029216,-0.300232,-0.203846,15116.4,5573.36,1.00031
"beta_language_std[87,9]",0.0648085,0.0287711,0.0175346,0.111792,15021.3,5978.73,1.00086
"beta_language_std[87,10]",-0.326694,0.0268516,-0.370873,-0.282218,14825.4,5834.89,1.00007
"beta_language_std[87,11]",0.0803159,0.023761,0.0417443,0.119542,12716.1,5569.07,0.999914
"beta_language_std[87,12]",-0.142665,0.06362,-0.243003,-0.0378238,1829.1,1981.91,1.0057
"beta_language_std[88,1]",0.188873,0.0278889,0.143489,0.235179,14824.5,5502.19,1.00036
"beta_language_std[88,2]",0.0205445,0.0271188,-0.0230526,0.0656241,14574.2,5375.36,1.00015
"beta_language_std[88,3]",0.186837,0.028367,0.139904,0.233637,15167.7,6045.56,1.00141
"beta_language_std[88,4]",0.0267995,0.0276369,-0.0193138,0.0717071,17363.4,5640.15,1.00096
"beta_language_std[88,5]",0.031615,0.0268178,-0.0120594,0.0747334,13624.4,5681.59,1.00147
"beta_language_std[88,6]",-0.211289,0.038569,-0.274699,-0.147417,14998.8,5286.22,1.00007
"beta_language_std[88,7]",0.138677,0.0277428,0.09288,0.184732,14722.0,5577.96,1.00143
"beta_language_std[88,8]",0.0803599,0.0280251,0.0344139,0.125752,14848.3,5613.28,1.00029
"beta_language_std[88,9]",-0.0436052,0.0282612,-0.090221,0.00249517,13547.0,4467.68,1.00076
"beta_language_std[88,10]",-0.21956,0.0255777,-0.261727,-0.177564,16201.1,5824.41,1.00163
"beta_language_std[88,11]",-0.0653819,0.0217322,-0.101684,-0.0294276,13393.5,5581.39,1.00016
"beta_language_std[88,12]",-0.13387,0.0625712,-0.231411,-0.0295904,2229.99,1950.86,1.00649
"beta_language_std[89,1]",0.140689,0.0270493,0.0963554,0.185559,16588.2,6325.91,1.00057
"beta_language_std[89,2]",-0.000218849,0.0271114,-0.044138,0.0446118,15456.3,5243.29,1.00025
"beta_language_std[89,3]",0.214083,0.0286316,0.166955,0.260868,14315.5,5594.56,1.00097
"beta_language_std[89,4]",-0.00480202,0.0277673,-0.0498047,0.0412594,15722.0,5642.99,1.00142
"beta_language_std[89,5]",0.0758609,0.0262231,0.0325257,0.119386,15102.4,5351.32,1.0011
"beta_language_std[89,6]",-0.167865,0.0397525,-0.232014,-0.101684,16520.7,5766.16,1.00011
"beta_language_std[89,7]",0.128147,0.0274778,0.0831493,0.173546,14231.9,5324.74,0.999887
"beta_language_std[89,8]",0.081608,0.0277635,0.0361826,0.127292,13926.7,5364.25,1.00112
"beta_language_std[89,9]",-0.0236388,0.0278149,-0.0696673,0.0221675,12489.5,5094.39,1.00021
"beta_language_std[89,10]",-0.22352,0.0260668,-0.266306,-0.18071,13854.8,5435.38,1.00099
"beta_language_std[89,11]",-0.0851172,0.0219601,-0.121198,-0.0487813,13827.4,5621.87,1.00074
"beta_language_std[89,12]",-0.135225,0.0616103,-0.233518,-0.0326343,2201.22,1978.65,1.00378
"beta_language_std[90,1]",0.0946975,0.0278719,0.0489552,0.140819,15019.1,5372.58,1.00097
"beta_language_std[90,2]",0.189154,0.027548,0.14434,0.233714,14740.8,5782.72,1.00054
"beta_language_std[90,3]",0.228099,0.0296327,0.178446,0.276706,16384.4,5753.13,1.00003
"beta_language_std[90,4]",-0.0605774,0.0283989,-0.106815,-0.0146782,15816.2,5062.38,1.00042
"beta_language_std[90,5]",0.0805639,0.02704,0.0360482,0.124765,16296.6,5530.26,0.999866
"beta_language_std[90,6]",-0.304005,0.0385355,-0.366948,-0.240292,15156.1,6574.63,1.00021
"beta_language_std[90,7]",0.00958619,0.027929,-0.0363507,0.0560375,14605.0,5367.94,1.00114
"beta_language_std[90,8]",-0.0213996,0.0276944,-0.0661971,0.0245752,15680.2,5202.89,1.00138
"beta_language_std[90,9]",0.00671897,0.0287734,-0.0397156,0.0540213,14167.0,4853.66,1.00145
"beta_language_std[90,10]",-0.251693,0.0282092,-0.29874,-0.205237,13668.6,5235.27,1.00071
"beta_language_std[90,11]",0.170673,0.0249859,0.129308,0.211748,15057.3,5566.42,1.00014
"beta_language_std[90,12]",-0.141817,0.0623687,-0.245832,-0.0403926,1837.87,1996.15,1.00725
"beta_language_std[91,1]",0.0496246,0.0269562,0.00504177,0.0942136,13591.0,4984.18,1.00025
"beta_language_std[91,2]",0.104421,0.0272617,0.0594452,0.148779,12388.1,5466.24,0.999852
"beta_language_std[91,3]",0.122434,0.0279318,0.076996,0.167964,16381.2,5755.79,1.00091
"beta_language_std[91,4]",-0.0384206,0.0268814,-0.0827028,0.00543403,14561.5,5800.02,1.00122
"beta_language_std[91,5]",0.0647391,0.0265686,0.0213749,0.108159,13229.5,5140.74,1.00096
"beta_language_std[91,6]",-0.0934054,0.0377169,-0.155087,-0.0315213,15122.4,6000.98,1.00005
"beta_language_std[91,7]",0.00725765,0.0268954,-0.0365893,0.0518695,15600.6,5508.6,1.00175
"beta_language_std[91,8]",0.0482849,0.0277127,0.00266399,0.0939132,14454.0,5858.35,1.00016
"beta_language_std[91,9]",0.0414641,0.0275233,-0.00381912,0.0865011,14738.2,5520.83,1.00095
"beta_language_std[91,10]",-0.190776,0.0270932,-0.235294,-0.14613,14686.9,5757.49,1.00117
"beta_language_std[91,11]",0.0253758,0.0225692,-0.0113034,0.0626199,13257.7,5796.34,1.00113
"beta_language_std[91,12]",-0.140999,0.0635985,-0.243792,-0.0394585,1801.67,1845.07,1.0056
"beta_language_std[92,1]",0.0744403,0.02715,0.0290587,0.118896,12523.1,5250.65,1.00121
"beta_language_std[92,2]",0.0984794,0.0271543,0.0542294,0.143136,15131.6,5562.59,0.99987
"beta_language_std[92,3]",0.112863,0.0285642,0.0666302,0.159521,14629.0,5492.53,0.9998
"beta_language_std[92,4]",-0.0577009,0.0276128,-0.103149,-0.0110971,16124.2,5307.0,1.00062
"beta_language_std[92,5]",0.095733,0.0267497,0.0521131,0.140373,15074.9,5563.11,0.999959
"beta_language_std[92,6]",-0.133674,0.0388015,-0.197244,-0.0700531,16012.7,6364.8,1.00004
"beta_language_std[92,7]",0.0471572,0.0270285,0.00223342,0.0917889,15560.8,5903.22,1.00064
"beta_language_std[92,8]",0.0778596,0.0276079,0.032249,0.122348,16146.1,5943.47,1.00029
"beta_language_std[92,9]",0.0415888,0.0274435,-0.00306828,0.0862319,15938.4,5950.3,1.00094
"beta_language_std[92,10]",-0.196597,0.02587,-0.238784,-0.153994,12082.5,5298.75,1.00172
"beta_language_std[92,11]",-0.0208976,0.0217643,-0.056894,0.0152221,12329.3,5395.24,0.999971
"beta_language_std[92,12]",-0.139251,0.0610787,-0.23858,-0.0403448,2110.92,1951.03,1.0057
"beta_language_std[93,1]",0.159421,0.027784,0.113305,0.205036,13765.4,5339.9,1.00084
"beta_language_std[93,2]",0.0696699,0.0283104,0.0236949,0.116012,14565.9,4727.55,1.00004
"beta_language_std[93,3]",0.36316,0.0301864,0.313228,0.412987,14939.4,5396.9,1.00139
"beta_language_std[93,4]",-0.0546288,0.0274401,-0.0995505,-0.00897613,14848.6,5518.82,1.00108
"beta_language_std[93,5]",0.112529,0.0282258,0.0669136,0.158783,14230.7,5128.3,1.00047
"beta_language_std[93,6]",-0.200957,0.0394249,-0.266538,-0.136522,14692.7,6096.39,1.00056
"beta_language_std[93,7]",0.0817188,0.0277236,0.036758,0.12739,15878.8,5968.16,0.999733
"beta_language_std[93,8]",0.0486048,0.02856,0.002098,0.0954993,16046.6,5583.01,1.0006
"beta_language_std[93,9]",-0.0135562,0.0282225,-0.0602298,0.0329559,14641.6,5426.1,0.999869
"beta_language_std[93,10]",-0.410956,0.0258303,-0.452854,-0.368318,13314.4,5693.98,1.00099
"beta_language_std[93,11]",-0.0189576,0.0231398,-0.0569673,0.0186404,13207.4,5887.57,0.999877
"beta_language_std[93,12]",-0.136049,0.0631618,-0.234646,-0.0313266,1873.39,1667.95,1.00409
"beta_language_std[94,1]",0.14491,0.0282282,0.0985441,0.19118,15153.1,6165.05,1.00184
"beta_language_std[94,2]",0.221408,0.0289845,0.173571,0.269806,14182.6,5772.46,1.00046
"beta_language_std[94,3]",0.375701,0.0311433,0.323518,0.426136,12561.2,4324.88,1.00193
"beta_language_std[94,4]",-0.0281524,0.0288303,-0.0750578,0.0190907,14830.5,5184.66,1.00018
"beta_language_std[94,5]",0.137281,0.0289015,0.090425,0.18501,14463.4,5495.27,1.00167
"beta_language_std[94,6]",-0.347634,0.0386748,-0.411881,-0.285436,13872.3,5040.3,1.00076
"beta_language_std[94,7]",0.0853406,0.0290516,0.0375801,0.133831,14837.4,5366.88,1.00002
"beta_language_std[94,8]",0.0186589,0.0293816,-0.0293957,0.0673007,16646.0,5583.18,1.00164
"beta_language_std[94,9]",0.125026,0.0298121,0.0773521,0.174585,14380.4,4844.01,1.00046
"beta_language_std[94,10]",-0.575518,0.0276165,-0.620979,-0.529837,12191.0,4761.84,1.00092
"beta_language_std[94,11]",-0.0229014,0.0232191,-0.0610765,0.0148904,13013.2,5272.37,1.00029
"beta_language_std[94,12]",-0.13412,0.0626819,-0.233861,-0.0321295,1957.6,1951.16,1.00451
"beta_language_std[95,1]",0.191178,0.02774,0.146115,0.236783,15502.7,6120.51,0.999958
"beta_language_std[95,2]",-0.0679701,0.0277848,-0.113746,-0.0225802,14480.5,5691.82,0.999995
"beta_language_std[95,3]",0.351651,0.0308501,0.299962,0.403295,13365.6,5116.14,1.00041
"beta_language_std[95,4]",0.0495285,0.0278716,0.00349375,0.0957203,14747.8,4940.95,1.00094
"beta_language_std[95,5]",0.217105,0.028027,0.171368,0.263137,14009.7,5230.22,1.0013
"beta_language_std[95,6]",-0.490615,0.0391959,-0.55469,-0.425863,16474.6,5797.6,1.00014
"beta_language_std[95,7]",0.194326,0.0285966,0.147573,0.241629,12867.3,4829.23,1.00245
"beta_language_std[95,8]",0.0616484,0.0284158,0.0143056,0.108807,13759.2,5494.19,1.00058
"beta_language_std[95,9]",0.05466,0.0284854,0.00782407,0.101439,11443.5,4710.45,1.00122
"beta_language_std[95,10]",-0.445666,0.0266796,-0.490969,-0.401942,13326.1,5310.2,1.00072
"beta_language_std[95,11]",0.00830953,0.0226171,-0.0287611,0.0453961,12213.2,5949.5,1.00044
"beta_language_std[95,12]",-0.124155,0.0637208,-0.221128,-0.0157572,1526.13,1266.41,1.0045
"beta_language_std[96,1]",0.0941197,0.0285427,0.0483604,0.141579,13732.4,5016.29,1.00031
"beta_language_std[96,2]",0.0346283,0.0287913,-0.0128427,0.0821156,15634.2,5620.41,1.00137
"beta_language_std[96,3]",0.535452,0.0316193,0.48384,0.587531,13694.2,5481.72,1.00048
"beta_language_std[96,4]",0.018203,0.02883,-0.0292397,0.0654234,16021.1,5270.71,0.999795
"beta_language_std[96,5]",0.194294,0.0292157,0.145913,0.242013,15437.4,5884.84,1.00052
"beta_language_std[96,6]",-0.321985,0.0389294,-0.386481,-0.257817,13902.2,5406.81,1.0011
"beta_language_std[96,7]",0.126429,0.0280886,0.0804951,0.172552,16911.6,5438.66,1.00152
"beta_language_std[96,8]",0.0809903,0.0296581,0.032993,0.130065,14850.7,5739.87,1.00033
"beta_language_std[96,9]",-0.019997,0.0288921,-0.0669467,0.0282533,15120.0,5546.58,1.00084
"beta_language_std[96,10]",-0.472419,0.0265311,-0.515792,-0.429089,12447.0,5147.95,1.00196
"beta_language_std[96,11]",-0.136191,0.0234514,-0.174717,-0.097689,11521.7,4755.61,1.00048
"beta_language_std[96,12]",-0.133524,0.0623054,-0.231374,-0.0313984,1909.03,2036.21,1.0059
"beta_language_std[97,1]",0.0502113,0.0272097,0.00570016,0.0945721,17141.1,5273.92,1.00027
"beta_language_std[97,2]",0.0509345,0.0260108,0.00880362,0.0933917,15059.9,5608.23,1.00094
"beta_language_std[97,3]",0.12744,0.027409,0.082619,0.172109,17054.8,5479.94,1.00078
"beta_language_std[97,4]",-0.00855508,0.0268018,-0.0522066,0.0350481,14390.6,5710.43,1.0018
"beta_language_std[97,5]",0.0356729,0.0268489,-0.0085391,0.0803486,14720.3,5455.04,1.00089
"beta_language_std[97,6]",-0.0868776,0.0395038,-0.152402,-0.0221673,15765.1,4869.58,0.999865
"beta_language_std[97,7]",0.016672,0.0270381,-0.0272785,0.0606372,14281.1,5236.28,1.00031
"beta_language_std[97,8]",0.0113061,0.0278377,-0.0339028,0.0568255,13247.2,5714.54,1.00065
"beta_language_std[97,9]",0.0633981,0.0279786,0.0173281,0.109695,14624.3,5579.01,1.00028
"beta_language_std[97,10]",-0.11497,0.0266474,-0.15909,-0.0710768,16264.5,5018.78,1.00108
