,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"beta_language_std_unc[10,6]",0.0171646,0.0275997,2.37721,2.19952,-3.81489,0.0805948,3.76489,7443.62,7402.54,1.00055
"beta_language_std_unc[10,7]",-0.00381552,0.0270251,2.39551,2.18295,-3.8592,0.0161307,3.77296,7873.6,7918.27,0.999798
"beta_language_std_unc[10,8]",-0.0243725,0.0276523,2.35931,2.17972,-3.90135,-0.00357589,3.64614,7317.91,7731.88,1.00025
"beta_language_std_unc[10,9]",0.0103899,0.026323,2.35803,2.18391,-3.69869,-0.0118406,3.85676,7934.03,7800.04,1.00029
"beta_language_std_unc[10,10]",0.0149653,0.0267745,2.35669,2.18647,-3.75453,-0.010891,3.79702,7782.34,7410.68,0.999912
"beta_language_std_unc[10,11]",-0.023377,0.0269729,2.37874,2.17101,-3.74379,-0.0434793,3.76666,7811.3,7803.48,1.00083
"beta_language_std_unc[10,12]",0.00319528,0.0275209,2.42556,2.24962,-3.7981,0.0268041,3.85036,7731.21,7849.76,1.00011
"beta_language_std[1,1]",0.0122213,0.0258905,2.33924,2.18904,-3.69107,0.0010048,3.79733,8196.01,7620.55,1.00042
"beta_language_std[1,2]",-0.0207356,0.026858,2.36573,2.21576,-3.826,-0.00795134,3.77114,7752.23,7827.96,0.999954
"beta_language_std[1,3]",-0.00586836,0.0260562,2.34089,2.2026,-3.80692,0.0417944,3.7037,8070.65,7780.48,1.00016
"beta_language_std[1,4]",0.00332581,0.0262847,2.3274,2.16929,-3.68337,0.0425391,3.68766,7834.94,7958.9,1.00021
"beta_language_std[1,5]",0.00195954,0.026895,2.34078,2.2333,-3.72895,-0.0331932,3.72164,7580.18,7540.06,1.00008
"beta_language_std[1,6]",0.0182639,0.0265153,2.34023,2.16906,-3.80294,0.0672116,3.776,7815.54,7779.96,1.00005
"beta_language_std[1,7]",0.0100248,0.025544,2.31487,2.17666,-3.64413,0.00507952,3.71924,8237.61,7426.66,0.999711
"beta_language_std[1,8]",-0.016714,0.0267649,2.31175,2.21141,-3.71411,-0.0353578,3.59836,7444.48,7746.85,0.999863
"beta_language_std[1,9]",0.00650842,0.027122,2.38784,2.2355,-3.76078,-0.00200293,3.79958,7737.05,7827.44,1.0002
"beta_language_std[1,10]",-0.00180458,0.0262704,2.31504,2.14995,-3.72932,-0.00484586,3.78055,7779.97,7807.01,0.999863
"beta_language_std[1,11]",0.00725794,0.0264676,2.32248,2.16632,-3.6313,-0.0180918,3.74284,7747.28,7929.32,1.00021
"beta_language_std[1,12]",-0.0144392,0.0274668,2.36916,2.20624,-3.87804,0.0338143,3.73069,7461.51,7977.25,0.999949
"beta_language_std[2,1]",0.0164237,0.0265118,2.3283,2.20393,-3.77832,0.0190328,3.76952,7660.96,7670.27,0.999742
"beta_language_std[2,2]",-0.0221071,0.0260058,2.35662,2.20229,-3.81286,-0.000813376,3.72827,8230.59,7970.5,1.00025
"beta_language_std[2,3]",0.0166499,0.0261618,2.33904,2.21259,-3.75736,0.0170994,3.81046,7982.0,7805.68,1.00023
"beta_language_std[2,4]",-0.0126742,0.0265276,2.32073,2.19981,-3.72325,0.00519444,3.71156,7679.73,7365.08,0.999991
"beta_language_std[2,5]",0.0003399,0.0272235,2.36475,2.2203,-3.71515,-0.0154836,3.73351,7581.05,7744.42,1.00007
"beta_language_std[2,6]",0.0305423,0.0273763,2.30686,2.22734,-3.77435,0.036237,3.75175,7078.95,7721.6,1.0003
"beta_language_std[2,7]",0.020951,0.0264375,2.35128,2.17944,-3.74064,0.00369806,3.80227,7950.93,7724.42,0.999759
"beta_language_std[2,8]",-0.0106392,0.0262962,2.30762,2.18688,-3.71221,-0.0147456,3.66298,7734.21,7818.51,0.999864
"beta_language_std[2,9]",0.0326469,0.0266293,2.35237,2.22485,-3.74109,0.0328331,3.79444,7816.87,7379.74,0.999957
"beta_language_std[2,10]",-0.0453915,0.0257956,2.29994,2.15166,-3.74023,-0.0671034,3.6003,7910.72,7381.2,1.0001
"beta_language_std[2,11]",-0.00756009,0.0264685,2.37195,2.21637,-3.788,-0.0159729,3.75389,8043.25,7211.49,1.00027
"beta_language_std[2,12]",-0.0191818,0.0269939,2.33791,2.20977,-3.83136,-0.0027673,3.74589,7535.73,7309.86,1.00001
"beta_language_std[3,1]",0.0305958,0.026446,2.35794,2.19417,-3.73469,0.0273902,3.83889,7923.43,7446.3,0.999779
"beta_language_std[3,2]",-0.0186067,0.0262142,2.35656,2.21624,-3.8069,-0.0193504,3.77681,8153.6,7895.21,1.00005
"beta_language_std[3,3]",-0.0122121,0.0265996,2.35365,2.21357,-3.80806,0.012204,3.76948,7873.72,7619.13,1.00019
"beta_language_std[3,4]",0.0310488,0.0261862,2.33419,2.16996,-3.68499,0.0526155,3.75994,7969.26,7888.47,1.00045
"beta_language_std[3,5]",0.0128456,0.0265301,2.32407,2.15608,-3.68484,0.0145562,3.74312,7708.51,7205.85,1.00027
"beta_language_std[3,6]",0.0208428,0.0267122,2.33067,2.18648,-3.73706,0.0279017,3.73256,7598.88,6995.22,1.0003
"beta_language_std[3,7]",-0.00532381,0.025555,2.36092,2.18636,-3.80938,-0.00195342,3.83849,8544.7,8188.17,0.999973
"beta_language_std[3,8]",-0.0236681,0.0264343,2.32905,2.1908,-3.70952,0.00688158,3.60997,7761.4,7888.77,1.00046
"beta_language_std[3,9]",0.0142797,0.0267087,2.36486,2.20972,-3.7482,0.0158409,3.79435,7870.89,7951.02,0.999989
"beta_language_std[3,10]",-0.0142746,0.0265624,2.28255,2.18761,-3.6981,-0.0287002,3.67495,7491.56,7001.91,1.00002
"beta_language_std[3,11]",-0.00787251,0.0267641,2.35653,2.23424,-3.75419,-0.0508655,3.77536,7779.69,7929.39,1.00004
"beta_language_std[3,12]",-0.027655,0.0276735,2.35925,2.2108,-3.88157,0.0183114,3.66128,7410.21,7457.33,1.00008
"beta_language_std[4,1]",0.0425242,0.0269373,2.3574,2.20215,-3.66787,0.012166,3.85318,7727.15,7890.93,0.999982
"beta_language_std[4,2]",0.00729712,0.0264044,2.35993,2.21002,-3.72929,0.0237737,3.79396,8108.27,7274.84,1.00022
"beta_language_std[4,3]",-0.0115007,0.0263335,2.3777,2.22104,-3.82758,-0.0150312,3.81205,8141.85,7927.33,0.999835
"beta_language_std[4,4]",0.0156402,0.0262882,2.34046,2.14789,-3.74076,0.0203415,3.76499,7916.24,8098.57,0.999901
"beta_language_std[4,5]",-0.0261973,0.0268514,2.39064,2.21572,-3.85159,-0.028242,3.77243,7918.19,8057.05,1.00006
"beta_language_std[4,6]",0.0116492,0.0266366,2.33795,2.14526,-3.77211,0.0450084,3.65315,7755.68,7885.4,1.00029
"beta_language_std[4,7]",0.0137007,0.0261442,2.33289,2.18953,-3.75642,0.00467905,3.67995,8002.75,7959.54,0.999967
"beta_language_std[4,8]",-0.0203967,0.0259786,2.30909,2.20348,-3.74626,0.00771721,3.60726,7885.71,7849.81,1.00035
"beta_language_std[4,9]",-0.00262898,0.0257883,2.32845,2.24889,-3.6421,-0.0249849,3.73309,8099.92,7858.63,1.00018
"beta_language_std[4,10]",-0.00829686,0.0262815,2.29401,2.17294,-3.76553,-0.0133031,3.65581,7593.13,7575.84,0.999808
"beta_language_std[4,11]",-0.000402842,0.0265702,2.36358,2.21333,-3.72802,-0.0275965,3.80024,7966.26,7971.25,1.00048
"beta_language_std[4,12]",-0.0213881,0.0273715,2.3875,2.2193,-3.78886,-0.0110529,3.78697,7617.81,8011.74,1.00019
"beta_language_std[5,1]",0.028886,0.026518,2.3436,2.15228,-3.72695,0.0531412,3.76782,7795.6,7986.54,0.999754
"beta_language_std[5,2]",-0.00482647,0.0261858,2.34484,2.18792,-3.77755,0.00105067,3.74717,8133.24,7728.53,1.00015
"beta_language_std[5,3]",-0.0197438,0.0261391,2.329,2.23832,-3.78237,-0.00374198,3.71581,7933.61,7928.29,1.00093
"beta_language_std[5,4]",0.0270378,0.0263887,2.33864,2.15596,-3.7298,0.0121603,3.79721,7851.29,7768.67,1.00006
"beta_language_std[5,5]",0.0137186,0.0262422,2.3519,2.16182,-3.74316,0.00315403,3.76226,8054.07,7687.39,1.00034
"beta_language_std[5,6]",0.019707,0.0269384,2.33822,2.18095,-3.68288,0.0168387,3.76581,7554.36,7283.14,1.00018
"beta_language_std[5,7]",-0.0149076,0.0262619,2.34714,2.16389,-3.78632,-0.00274478,3.82335,8006.99,7931.77,0.999778
"beta_language_std[5,8]",-0.0370754,0.0267844,2.31551,2.22552,-3.77816,-0.00482567,3.62567,7476.94,7492.66,0.99999
"beta_language_std[5,9]",0.00665262,0.0273088,2.37937,2.21214,-3.73008,-0.0105489,3.701,7690.33,7738.52,1.00005
"beta_language_std[5,10]",-0.00273459,0.0266426,2.3246,2.16357,-3.71515,-0.0143745,3.71947,7650.76,7445.26,0.999884
"beta_language_std[5,11]",-0.00429091,0.0262198,2.35175,2.20654,-3.80162,0.00350129,3.80081,8012.03,7780.62,1.00052
"beta_language_std[5,12]",-0.0124233,0.0272278,2.38356,2.2261,-3.83033,0.0381941,3.73952,7678.29,8057.98,1.00023
"beta_language_std[6,1]",0.0294428,0.0269187,2.32455,2.16883,-3.68843,0.0113424,3.71916,7525.76,7459.68,0.999994
"beta_language_std[6,2]",-0.0102752,0.0272175,2.36207,2.19915,-3.78081,0.00159643,3.8067,7597.43,7411.49,1.00038
"beta_language_std[6,3]",-0.0393083,0.0262501,2.3279,2.20494,-3.87162,-0.0243068,3.69664,7851.93,8018.07,1.00026
"beta_language_std[6,4]",0.0110447,0.0265566,2.34385,2.1742,-3.7409,0.0260436,3.76962,7887.98,7647.18,0.999822
"beta_language_std[6,5]",0.0199731,0.026845,2.35634,2.22704,-3.75534,0.0144383,3.80215,7729.93,7524.88,1.00038
"beta_language_std[6,6]",0.0317481,0.0262375,2.31601,2.19498,-3.71725,0.0479683,3.77048,7801.92,7768.47,1.00054
"beta_language_std[6,7]",0.00212196,0.0258958,2.33343,2.17653,-3.72411,-0.0209734,3.77,8099.33,8230.44,0.999953
"beta_language_std[6,8]",-0.00654339,0.026857,2.32032,2.20922,-3.77831,0.0135695,3.74616,7458.15,7521.45,0.999956
"beta_language_std[6,9]",0.017174,0.0261072,2.34244,2.18998,-3.71062,0.0138771,3.76819,8075.02,7924.32,0.999901
"beta_language_std[6,10]",-0.0163981,0.0265486,2.34429,2.23465,-3.77387,-0.00225833,3.70914,7762.78,8018.19,0.999891
"beta_language_std[6,11]",-0.0404701,0.026216,2.37215,2.19777,-3.77164,-0.0522476,3.70767,8171.26,7849.82,1.00064
"beta_language_std[6,12]",0.00149028,0.0270899,2.37743,2.21085,-3.81413,0.0232042,3.7768,7732.64,7767.51,1.00008
"beta_language_std[7,1]",0.0270213,0.0264224,2.34124,2.17331,-3.68117,-0.0162196,3.83187,7845.17,7823.93,1.00019
"beta_language_std[7,2]",-0.018636,0.026654,2.35734,2.17375,-3.81091,0.0206932,3.8227,7836.47,8098.18,1.0001
"beta_language_std[7,3]",0.0297664,0.0262209,2.37004,2.21434,-3.7102,0.0156381,3.82261,8120.3,7951.42,1.00001
"beta_language_std[7,4]",0.0400333,0.0259489,2.33573,2.16961,-3.70303,0.0328716,3.83567,8122.27,7959.61,0.999943
"beta_language_std[7,5]",0.00276755,0.0271388,2.35789,2.25006,-3.84024,-0.013748,3.78227,7587.65,7170.31,1.00016
"beta_language_std[7,6]",-0.00370023,0.0270036,2.33806,2.16015,-3.78808,0.0621737,3.69226,7373.84,8059.13,0.999926
"beta_language_std[7,7]",-0.00731413,0.0262035,2.328,2.19128,-3.76995,-0.019616,3.75559,7915.87,7755.09,1.00016
"beta_language_std[7,8]",-0.0183296,0.0270465,2.37854,2.21242,-3.83586,-0.0459221,3.66866,7710.71,7775.68,1.00025
"beta_language_std[7,9]",0.0218918,0.0268813,2.36654,2.21558,-3.75881,0.040621,3.76431,7791.86,7753.24,0.99993
"beta_language_std[7,10]",-0.0304359,0.0262617,2.33396,2.19515,-3.78477,-0.0214176,3.69328,7929.85,7804.52,0.999671
"beta_language_std[7,11]",-0.0130429,0.0259978,2.34539,2.21904,-3.77809,-0.00502901,3.75606,8117.25,7807.24,1.00014
"beta_language_std[7,12]",-0.030022,0.0270618,2.36188,2.24807,-3.84349,-0.00929923,3.73446,7632.16,7886.7,1.00071
"beta_language_std[8,1]",0.0672668,0.0268883,2.33281,2.1806,-3.64894,0.0257086,3.85898,7589.64,7472.14,0.999902
"beta_language_std[8,2]",-0.0191154,0.0265107,2.35596,2.19054,-3.78023,-0.00346556,3.73797,8107.27,7825.55,1.00025
"beta_language_std[8,3]",0.00782418,0.0262451,2.35251,2.20001,-3.75199,0.0429348,3.79686,8055.14,7763.42,1.00004
"beta_language_std[8,4]",-0.00756284,0.0260734,2.33347,2.14855,-3.77897,0.0372109,3.75707,8008.14,8111.08,1.00025
"beta_language_std[8,5]",0.000501136,0.0269527,2.36999,2.19816,-3.74512,-0.000354639,3.76945,7758.32,7431.5,0.999919
"beta_language_std[8,6]",0.0143712,0.0263271,2.3312,2.20333,-3.78883,0.0411062,3.76533,7878.51,7728.21,1.00028
"beta_language_std[8,7]",0.00145047,0.0260227,2.34047,2.18518,-3.76736,-0.0453849,3.76869,8121.06,7665.84,0.999665
"beta_language_std[8,8]",-0.0190816,0.0268478,2.36654,2.22963,-3.80773,-0.019821,3.7037,7774.47,7863.19,1.00011
"beta_language_std[8,9]",-0.0153681,0.0267075,2.37274,2.22352,-3.83329,0.00413218,3.82752,7910.04,8006.98,0.9999
"beta_language_std[8,10]",-0.0385759,0.0265954,2.29459,2.16893,-3.77391,-0.0270844,3.62832,7496.89,7483.15,0.99987
"beta_language_std[8,11]",0.00354657,0.0263205,2.35219,2.17339,-3.72553,-0.0211921,3.75287,7983.17,7384.96,1.00062
"beta_language_std[8,12]",0.00474344,0.0281015,2.40403,2.2439,-3.88975,0.0276158,3.81244,7336.68,7890.75,1.00028
"beta_language_std[9,1]",0.0210663,0.0268612,2.34,2.18346,-3.71585,0.00590171,3.81999,7648.19,7686.61,0.999801
"beta_language_std[9,2]",-0.00959935,0.0269054,2.37703,2.218,-3.82368,0.000916048,3.78032,7978.07,8279.61,1.00022
"beta_language_std[9,3]",-0.00908138,0.0264363,2.37278,2.21911,-3.82277,-0.00144284,3.73614,8044.82,7837.95,1.00023
"beta_language_std[9,4]",0.00411577,0.026252,2.32564,2.17996,-3.7457,0.00360317,3.71868,7953.49,7890.54,1.00001
"beta_language_std[9,5]",-0.00305533,0.0267121,2.35189,2.22466,-3.83788,0.0137793,3.77625,7864.12,7678.56,1.00036
"beta_language_std[9,6]",0.0244704,0.0266704,2.34919,2.16389,-3.78901,0.0482314,3.72041,7762.57,7595.96,0.999942
"beta_language_std[9,7]",0.00607442,0.0261422,2.37676,2.21257,-3.81702,0.0204852,3.76966,8270.15,7730.36,0.999809
"beta_language_std[9,8]",-0.0178471,0.0269626,2.33897,2.18088,-3.81431,-0.0127066,3.65228,7532.64,7665.44,0.999745
"beta_language_std[9,9]",-0.00230671,0.0262774,2.36139,2.20116,-3.69449,-0.024019,3.79538,8131.43,7876.03,1.00027
"beta_language_std[9,10]",0.0150888,0.0266367,2.33777,2.21083,-3.74023,0.0261929,3.78242,7678.45,7553.73,1.00025
"beta_language_std[9,11]",-0.015349,0.0262192,2.33547,2.2383,-3.75791,-0.00253739,3.74164,7963.47,7971.15,1.00003
"beta_language_std[9,12]",-0.0135767,0.027199,2.38098,2.22969,-3.80989,0.0217863,3.81383,7667.61,7890.11,1.00003
"beta_language_std[10,1]",0.02032,0.0263158,2.33042,2.18606,-3.68567,-0.0216076,3.77139,7893.58,7728.17,1.00014
"beta_language_std[10,2]",-0.017828,0.0267103,2.39463,2.25321,-3.85761,0.00086977,3.84112,8086.69,7929.91,1.00024
"beta_language_std[10,3]",-0.0162194,0.0266293,2.38261,2.21159,-3.86634,-0.0026498,3.76981,8041.62,7441.76,1.00015
"beta_language_std[10,4]",-0.00383755,0.0264618,2.36544,2.18493,-3.76713,0.0057475,3.77467,7980.96,7877.84,1.00019
"beta_language_std[10,5]",0.0304776,0.0269408,2.37275,2.21255,-3.74713,0.0261176,3.85053,7764.78,7698.46,1.00006
"beta_language_std[10,6]",0.0161557,0.0270613,2.34308,2.20826,-3.77225,0.0558203,3.67866,7530.59,7323.2,1.00043
"beta_language_std[10,7]",-0.0048244,0.0266237,2.35918,2.19019,-3.83454,0.00550351,3.73293,7856.99,7793.38,0.99976
"beta_language_std[10,8]",-0.0253815,0.0274235,2.32776,2.18262,-3.83737,0.00946663,3.62106,7235.23,7767.11,1.00032
"beta_language_std[10,9]",0.00938092,0.0261202,2.33183,2.16122,-3.70693,-0.00242286,3.85771,8020.2,7456.03,1.00038
"beta_language_std[10,10]",0.0139563,0.0263685,2.32927,2.19021,-3.71009,-0.0056214,3.81284,7830.58,7516.91,0.999887
"beta_language_std[10,11]",-0.024386,0.0265024,2.3442,2.17102,-3.71547,-0.0550168,3.7415,7852.35,7844.78,1.0011
"beta_language_std[10,12]",0.00218634,0.0272212,2.39246,2.2219,-3.79304,0.0052793,3.77275,7691.19,7931.07,1.00002
"beta_task_std_unc[1,1]",-0.0256534,0.0251754,2.28659,2.16136,-3.70296,-0.040142,3.64136,8227.76,7929.58,1.00018
"beta_task_std_unc[1,2]",-0.00157618,0.0267019,2.3381,2.12445,-3.70355,-0.0103804,3.65839,7822.67,7805.81,1.00017
"beta_task_std_unc[1,3]",-0.0216672,0.0274045,2.35813,2.17033,-3.698,0.00569449,3.64425,7447.89,7577.48,1.00014
"beta_task_std_unc[1,4]",0.0118095,0.0263715,2.36475,2.13793,-3.72624,0.0166448,3.76724,8017.52,7763.33,1.00004
"beta_task_std_unc[1,5]",-0.0104246,0.0262001,2.31157,2.12465,-3.6604,-0.0366204,3.65695,7938.58,7786.39,1.00022
"beta_task_std_unc[1,6]",-0.0150016,0.0259473,2.36195,2.17446,-3.68467,-0.0420867,3.76234,8295.77,7521.04,1.0002
"beta_task_std_unc[1,7]",0.00302469,0.0270128,2.37419,2.15536,-3.78245,0.0187625,3.69339,7769.13,6879.87,1.00012
"beta_task_std_unc[2,1]",-0.020605,0.0266087,2.32854,2.15412,-3.71256,-0.0328262,3.65365,7699.85,7652.68,1.00004
"beta_task_std_unc[2,2]",-0.0224585,0.0259169,2.33741,2.17081,-3.7461,0.00204976,3.65684,8130.14,7678.18,0.99992
"beta_task_std_unc[2,3]",0.0119621,0.0265973,2.35414,2.15928,-3.70598,0.0128219,3.74946,7994.25,7344.61,0.999954
"beta_task_std_unc[2,4]",0.0245855,0.0265152,2.34206,2.17896,-3.64631,0.0496419,3.75369,7846.87,7938.02,1.00003
"beta_task_std_unc[2,5]",-0.00766981,0.0257714,2.31082,2.12332,-3.73248,0.00668638,3.67047,8107.96,8096.28,1.00016
"beta_task_std_unc[2,6]",0.00213495,0.0258183,2.33145,2.19339,-3.74458,-0.0341508,3.69123,8167.66,7827.43,1.00031
"beta_task_std_unc[2,7]",0.0105644,0.0265262,2.34301,2.12965,-3.78772,0.0352473,3.77011,7819.75,7950.14,0.9998
"beta_task_std_unc[3,1]",0.00558541,0.0258615,2.3002,2.14776,-3.67134,0.00541056,3.67604,7918.9,7846.3,0.999772
"beta_task_std_unc[3,2]",-0.0100466,0.0272628,2.33863,2.13527,-3.71457,-0.0177378,3.71599,7374.7,7447.16,1.00047
"beta_task_std_unc[3,3]",0.0162184,0.026359,2.34099,2.14895,-3.6775,0.0133027,3.74577,7927.85,7652.33,1.00052
"beta_task_std_unc[3,4]",-0.0182782,0.0264627,2.34915,2.15751,-3.72369,-0.00171717,3.68882,7909.1,8053.74,1.00012
"beta_task_std_unc[3,5]",0.021715,0.0261704,2.28686,2.09649,-3.59312,-0.00185219,3.71222,7730.78,7677.11,1.00027
"beta_task_std_unc[3,6]",0.00742892,0.0262675,2.37508,2.18229,-3.70596,-0.0265515,3.74501,8228.31,8000.48,1.00051
"beta_task_std_unc[3,7]",-0.00107489,0.0270978,2.33844,2.14061,-3.75484,0.000152632,3.67735,7611.19,7332.72,1.00023
"beta_task_std_unc[4,1]",-0.00136653,0.0262172,2.3347,2.11793,-3.67256,0.00930018,3.76344,7933.0,8065.34,0.999841
"beta_task_std_unc[4,2]",-0.0246606,0.0254715,2.33491,2.14188,-3.75926,-0.0188909,3.68453,8361.35,7956.82,1.00071
"beta_task_std_unc[4,3]",-0.0211643,0.0267362,2.32959,2.16451,-3.77052,0.0110036,3.58649,7615.81,6959.0,1.00039
"beta_task_std_unc[4,4]",0.00716282,0.0262011,2.3217,2.15643,-3.65982,-0.0135522,3.74986,7917.58,7898.5,0.99991
"beta_task_std_unc[4,5]",0.0212609,0.0259478,2.3304,2.14498,-3.61027,0.00738715,3.74542,8027.61,7853.91,1.00006
"beta_task_std_unc[4,6]",-0.0110027,0.0255616,2.32294,2.15979,-3.73129,-0.048712,3.74426,8320.42,7953.08,1.00012
"beta_task_std_unc[4,7]",0.0276796,0.0270547,2.36495,2.13974,-3.6784,0.0330309,3.7762,7631.25,7768.11,1.0001
"beta_task_std_unc[5,1]",-0.0227667,0.0258064,2.3394,2.14276,-3.70191,-0.0115672,3.62937,8216.51,7955.57,0.999954
"beta_task_std_unc[5,2]",0.00332594,0.0260947,2.28326,2.13822,-3.59152,-0.0222689,3.61562,7875.52,7928.2,1.00008
"beta_task_std_unc[5,3]",-0.0158904,0.0260398,2.3292,2.19156,-3.77594,-0.0191563,3.69623,7977.93,7651.44,1.00023
"beta_task_std_unc[5,4]",0.0207565,0.026495,2.36141,2.16589,-3.73667,0.0413699,3.72295,8002.03,7043.12,0.999924
"beta_task_std_unc[5,5]",-0.00404087,0.0252244,2.27536,2.08303,-3.61791,-0.0161927,3.69468,8215.49,7744.26,0.999872
"beta_task_std_unc[5,6]",-0.0160562,0.0263457,2.37159,2.18466,-3.77789,-0.0286917,3.69325,8151.91,8033.07,1.00044
"beta_task_std_unc[5,7]",-0.00359674,0.0269277,2.34097,2.1334,-3.75944,0.0140442,3.6978,7561.11,7872.74,1.00016
"beta_task_std_unc[6,1]",-0.0224588,0.0262836,2.31963,2.133,-3.6864,-0.0303768,3.67967,7817.25,7764.89,0.999957
"beta_task_std_unc[6,2]",0.00418995,0.0257978,2.25923,2.10619,-3.62167,0.00700207,3.63313,7683.24,7751.18,0.999966
"beta_task_std_unc[6,3]",0.0123805,0.0263711,2.31919,2.17815,-3.72463,0.00146874,3.73703,7839.85,7982.97,0.999944
"beta_task_std_unc[6,4]",0.0277793,0.0266678,2.37369,2.1478,-3.68278,0.0174401,3.79523,7899.74,7923.75,1.00013
"beta_task_std_unc[6,5]",-0.0101757,0.02554,2.32456,2.12953,-3.7396,0.0124158,3.58977,8317.97,7938.17,1.00005
"beta_task_std_unc[6,6]",0.0128238,0.0256425,2.33929,2.16905,-3.61492,-0.00809263,3.78577,8370.58,7929.3,1.00089
"beta_task_std_unc[6,7]",0.022061,0.0264317,2.33317,2.12451,-3.73444,0.0368398,3.74515,7785.18,7971.85,1.0004
"beta_task_std_unc[7,1]",-0.0128443,0.0265397,2.36776,2.14704,-3.70215,-0.0173376,3.80242,8080.6,8079.33,0.999948
"beta_task_std_unc[7,2]",-0.0268719,0.0255665,2.32074,2.13197,-3.65652,-0.0249643,3.68295,8248.86,8085.54,1.00011
"beta_task_std_unc[7,3]",-0.00164917,0.0271378,2.34402,2.20499,-3.7449,0.0441933,3.68052,7505.67,7355.9,1.00015
"beta_task_std_unc[7,4]",0.0294485,0.0262562,2.36064,2.18463,-3.75937,0.00836559,3.83718,8098.95,7636.7,1.00024
"beta_task_std_unc[7,5]",0.0232648,0.0262472,2.31758,2.09451,-3.67095,-0.00198703,3.7827,7881.43,7781.47,1.00018
"beta_task_std_unc[7,6]",-0.016323,0.0270466,2.3939,2.17199,-3.72411,-0.0224418,3.75648,7967.74,7715.05,0.999993
"beta_task_std_unc[7,7]",0.0106165,0.0271048,2.36189,2.16173,-3.76266,0.0159265,3.77592,7583.88,7741.93,1.00027
"beta_task_std_unc[8,1]",-0.0162888,0.0259301,2.30948,2.12478,-3.66522,-0.0188688,3.66181,7954.5,7953.58,0.999833
"beta_task_std_unc[8,2]",0.0192827,0.0259871,2.33681,2.1579,-3.59988,-0.0247804,3.71503,8039.41,7796.53,0.999974
"beta_task_std_unc[8,3]",-0.0131973,0.0274553,2.34031,2.18985,-3.71336,-0.0189725,3.67136,7849.6,7556.38,1.00075
"beta_task_std_unc[8,4]",0.0113877,0.0260705,2.33135,2.13858,-3.67856,0.0375705,3.64947,8007.68,7704.12,1.00015
"beta_task_std_unc[8,5]",0.000587821,0.0253578,2.30608,2.10273,-3.70594,-0.00918568,3.69414,8296.06,8016.02,1.00012
"beta_task_std_unc[8,6]",-0.000782942,0.0252984,2.31165,2.18635,-3.66452,-0.0243631,3.7216,8348.1,7837.27,1.00023
"beta_task_std_unc[8,7]",-0.000792682,0.0264195,2.32218,2.15152,-3.75328,-0.00264019,3.67606,7730.11,7544.02,1.00025
"beta_task_std_unc[9,1]",-0.0308242,0.0263038,2.32981,2.12139,-3.81769,-0.0361251,3.66215,7894.88,7643.47,1.00008
"beta_task_std_unc[9,2]",0.0179255,0.026494,2.36076,2.14739,-3.7305,0.0253836,3.71921,7935.96,7847.42,1.00036
"beta_task_std_unc[9,3]",0.0219373,0.0258683,2.32158,2.16789,-3.73731,0.0178306,3.6884,8127.67,7954.13,0.999793
"beta_task_std_unc[9,4]",0.00980107,0.0262417,2.31995,2.1238,-3.6277,-0.0017954,3.71791,7737.35,7873.86,1.00046
"beta_task_std_unc[9,5]",0.00761396,0.0255155,2.30464,2.11417,-3.65085,-0.00365357,3.70791,8185.76,7973.27,1.00016
"beta_task_std_unc[9,6]",-0.0493061,0.0262016,2.32189,2.18365,-3.78037,-0.0489014,3.68074,7830.53,7809.21,1.00036
"beta_task_std_unc[9,7]",0.0152336,0.0269513,2.35687,2.15638,-3.76881,0.0189636,3.74612,7643.6,7700.21,1.00071
"beta_task_std_unc[10,1]",0.000160938,0.0261126,2.3397,2.11863,-3.64288,-0.0268332,3.76506,7984.99,8144.71,0.999991
"beta_task_std_unc[10,2]",-0.0177152,0.0263034,2.34037,2.10382,-3.65601,-0.00715083,3.61794,7921.35,7676.45,1.00032
"beta_task_std_unc[10,3]",0.00600887,0.0267051,2.35902,2.15243,-3.72256,0.024563,3.74128,7969.36,7865.06,1.00016
"beta_task_std_unc[10,4]",0.0259446,0.0252161,2.31907,2.13194,-3.62529,0.0260309,3.73768,8475.56,8197.27,1.00014
"beta_task_std_unc[10,5]",0.00931029,0.0256046,2.31819,2.10781,-3.68012,0.0232155,3.6713,8259.56,8011.57,1.00037
"beta_task_std_unc[10,6]",-0.00559267,0.0258926,2.34943,2.17309,-3.63996,-0.0474669,3.73368,8210.69,7933.75,1.00056
"beta_task_std_unc[10,7]",0.0476373,0.0266782,2.32494,2.15196,-3.6745,0.0334788,3.81782,7614.38,7834.23,1.00048
